Id,SalePrice
1952,69515.12469209371
2719,170417.72498473234
2921,68467.54759837565
1966,137659.27733335295
292,112024.3289335632
1204,213973.6696899743
1829,258507.6268431748
2419,183268.8891253125
391,179067.24992359537
798,115272.9951854743
481,198273.013943856
193,190192.5914596264
555,115480.9568669736
899,53895.57442672386
2357,195863.27828121386
328,110578.77905144195
1356,120939.193539777
1154,107483.28219682451
1730,172461.38992767857
2249,159262.3113717624
1119,267093.9318197199
2856,128645.6587871832
1394,135689.33362515786
2587,140689.067344638
61,328935.1778435608
2661,177856.91842779238
2711,128396.8645890378
1147,179649.02767174834
757,129913.0807169219
2623,88396.44634119663
2378,151698.05497182894
1413,138198.53187778158
1722,239323.92241649545
1112,217288.61531474395
1623,198867.71361863383
1201,196058.6186051229
1513,104534.71641659313
957,341355.8085129967
1171,267366.78899560915
1145,191853.74104904756
2726,250876.38833383576
703,148664.3401079121
760,76535.41320323371
1964,137493.8871512815
2512,207842.46794068522
159,145552.7323621428
1281,183174.28442532534
468,174176.1702071932
290,124624.24336985998
665,97737.66704412589
1463,250107.25448171137
1792,224764.83084987156
923,157697.7588181041
500,283716.2657265386
1408,156208.87299170057
331,57866.9267697125
170,138755.75896909676
2192,81887.84063646958
2571,275102.10792979505
2314,179528.70397014898
2647,85951.59680973543
422,398067.54751034116
2457,343234.90948538034
1838,210322.51558191882
2805,236449.82478831004
1645,177546.45412047254
1711,314460.2721035633
2825,236083.64655780265
322,321643.4967834584
2103,250925.23936630407
342,126780.17937730893
600,119499.74191041282
488,187360.4331584659
1725,292586.0131586957
2246,262799.9669282688
2847,154959.18439800997
806,225374.98753973766
530,229953.58886435942
963,213994.84993070527
2678,72983.39216321919
171,82726.44008945295
2401,396447.7167453849
805,214005.42364954686
2259,271749.3646487556
1748,189558.0879424094
1361,122556.02553079862
1677,117663.48809133007
1406,142415.8430507986
2322,248630.01419363666
688,170088.3952859551
143,146918.95332630008
804,208298.53452101332
1214,171853.84944741515
2828,145641.70928296004
1999,186211.13677895453
2467,203421.35195819006
2665,158616.35740681968
1538,338833.3555204136
398,118743.20961921419
2822,128719.67707921393
2157,169047.32227749407
1856,206607.22308742965
1269,103976.46427257921
2570,124849.75093379141
2320,225402.7706835635
1517,138747.28501758105
2304,117304.50076988016
1312,100225.07516328947
2012,128444.29407454997
506,243115.49749591906
2865,221403.88189069566
2367,107988.45319340382
554,112133.16151176604
238,127865.09655791734
1954,113901.03435604244
2488,145560.86610579977
2291,61636.96090199149
1969,97474.33188160468
2725,167385.67907443736
1482,173717.70256676117
2763,211085.39552126772
503,262036.03831567836
1584,256425.1122838845
1531,170677.8446774957
2210,205510.73180730187
459,306750.7146642859
556,127175.17104823544
1347,134981.40014821582
1290,64027.24015334055
1388,93169.94163452912
1571,282706.39525156
2754,202338.2251205831
765,135834.83752637007
2494,118592.72522449272
2870,231377.63951820458
7,242551.53918516502
1114,251398.03570632398
2418,250285.87792525216
291,119654.84288791292
18,315229.04191958916
39,323886.6696412245
1001,268355.3390136857
2442,225034.77231724403
616,112548.70293728192
2680,46843.667766124534
1414,125348.87714392597
289,130173.20342371963
40,258713.7941395982
860,145269.05897749242
409,144301.99295772964
673,163507.76540174618
2427,180821.5171949298
2036,182802.1667993112
2564,146733.26482187564
642,175849.64176514075
1008,190407.4776512026
1908,162440.7682827658
2519,218086.83868412118
1369,92819.38965366324
2855,187143.1302203501
712,82400.27484144765
1943,99365.47092211938
1958,141274.70516393337
107,183627.24034270234
2295,208472.66112231358
704,89281.8141743171
676,134094.73148368677
259,190657.55436960858
93,290804.99122092617
106,246211.80276590664
2315,184511.46508686457
1050,112102.9058524626
1095,202220.96690068595
2709,143858.68957033125
758,153232.9865897505
1496,145122.36125376652
2370,120757.5729752257
2458,274558.70371351356
2733,121313.50101916952
161,261127.28863657045
726,147170.36468988564
845,213709.60761782143
947,230746.6049848618
2232,108167.87939287869
2563,165357.02297563924
2299,149741.5439675161
211,132995.1105491383
605,178423.85730102676
1478,210456.14080038632
2247,263727.3459072371
2274,227734.25763463893
2869,219767.53788222023
967,223626.29905451092
2656,94645.10937918065
667,216229.92321564106
1042,118095.47704665118
2023,152578.92988016634
2447,385136.88371420634
2055,121589.28502942072
2275,269432.6559245964
2204,189841.08413956215
1563,258851.14315159072
483,240078.78406663498
796,121525.72255638582
1526,182506.81424181635
2042,152171.44919408954
442,308341.4920686339
1693,322502.8579132407
1468,223668.57324342406
1430,210609.33774799696
2605,171224.39509861107
1529,211790.46363715618
335,149584.05461717895
1287,120214.7188171529
31,100218.79807785366
1785,265146.2002073391
82,173511.81718849466
2620,129836.03756171255
252,198795.9701461114
721,54661.06270746711
2165,183462.39735636167
2316,186412.4487221404
775,128931.13128938654
1558,80966.39439328942
17,224132.96781562758
1022,233665.15059847082
925,144433.50081155254
438,278368.2863311035
1270,145445.51242293936
1272,119133.45136312467
215,148373.85950839575
266,232252.43493909476
2402,273631.9664524836
1250,142161.18134292256
1984,113844.98754022429
1279,145130.04798416636
377,257473.2036057227
1252,137192.3371149068
2156,264237.1462233185
499,318606.6356793973
1374,117504.21962710016
2898,258653.9208276426
401,112487.11354600129
2721,169224.28323910772
2078,260709.06415861513
2589,125664.1120471025
1946,221592.22696931026
1334,128727.83699309242
2781,229773.92622212524
431,376043.15296807705
576,212753.48666613366
1474,217713.29256140778
2254,150626.90023060897
2155,276095.26710669446
885,90179.83032676682
643,146072.12345719073
1944,130504.81893828206
480,194625.39780504565
2845,105177.33382716705
2387,326656.1645093073
2407,222710.41677479027
2527,185536.4276625414
2514,177586.18543184007
629,167087.5632215062
80,203136.93325123354
1876,141237.73694790146
1546,109130.80983110986
2518,205909.53183660208
2347,187425.33916016523
783,215533.4785795552
1322,36274.235025384754
194,77386.57719117815
1770,292049.2566396479
2143,151371.84032025322
1229,204369.1601593052
511,275583.7373149689
46,237228.82143501728
1348,161819.6204611398
2465,202346.78237980732
387,236443.2653933696
873,224993.4959655425
1918,130219.46322254319
2764,227537.590927456
2184,116468.82461204915
934,157839.03979570934
1920,137311.1162656189
2631,157214.29733116218
1768,480935.3344970162
2040,105455.22132989965
1749,205761.5086229326
834,230230.76479993013
1457,233352.69361371285
79,141904.6674975889
2302,120698.29026012623
1817,148431.04202747488
2755,228473.29527806817
359,181264.3552106584
2059,103984.88593174276
2092,240120.47492439364
2516,232938.03432377943
150,122967.99762261599
1656,163550.38086133832
83,119885.44925297462
2411,176370.74247583243
795,59026.62875454992
2312,227025.4203941651
2917,77612.07472890665
1624,184472.2929478662
2215,294164.89885936066
1211,162249.96442204612
1485,174094.15014551283
1024,198769.21387707855
570,211047.32899164816
2874,124728.24493714535
700,145558.97411103788
2756,210610.29941007975
2022,167604.12893086416
583,240112.75770023954
2392,353510.8307478747
2424,197915.41288841178
212,119112.39903730253
736,125951.18275929181
1610,175144.7832087411
890,111454.3016226394
467,172588.2307960189
578,258131.4109678856
1747,191041.2925356378
1149,162756.71412392874
2758,233830.48646824673
857,152527.56907886834
2219,277323.96752299485
733,109744.62161733411
2909,103498.37722731695
1798,255437.29507906502
235,108559.66101386797
2366,120691.08139818012
1027,144580.55446320408
1195,140530.40449051408
1303,18323.735802046664
148,192607.23506000568
608,164005.96786351118
2515,204212.53624340135
821,259751.52752260957
2500,274143.5300623051
745,102273.24067637032
741,123802.92323931887
1611,121972.88982080035
2532,119801.88205251982
1081,227741.196640593
1692,388110.7350721978
2520,197510.45730880892
276,106907.16128099461
1992,118419.66681179102
663,16585.539820750026
418,138801.52850122348
1733,185639.0168609451
2359,170520.69971772097
253,194407.81323853525
1518,163847.60258528538
2035,122789.89281665541
2919,56212.548578789836
1540,246659.86994163546
2120,162283.5952387219
1674,167203.05485222195
256,176278.9632792643
2361,92543.3967541653
978,64164.163962566
2280,161526.1818281751
2095,219972.52065855314
1709,343848.78084177925
2801,243064.13893187116
1246,114425.42104550143
2373,106387.41117243591
1055,285088.2343178894
2017,116152.0697749632
1099,287139.8154184658
1344,76964.05877201821
835,197929.58312159718
1117,215724.54573768863
2043,82404.53193989732
2085,110019.86285686777
410,157250.3250408153
2650,111675.98280067087
2867,189122.22004375333
1668,115622.69954298146
1161,188722.35791068658
2122,182268.5482662163
2539,147519.49971387122
1047,145309.19581870217
1445,147416.07153648624
541,127726.14713278328
569,218497.63283189383
1276,126701.51252156102
918,176635.66589968788
326,164909.13520751835
1936,130550.65254033181
895,80029.84585599299
257,163057.9749340653
1241,192927.39787928938
1545,117791.24382111471
1189,183449.95168128886
270,169423.9259135028
2066,206943.73415718327
693,107607.8417064397
1259,150157.32509661344
2916,155636.80599567396
2321,253241.21290044655
1977,100110.14752741996
1895,156218.4695041909
1240,164429.94384837948
85,150588.3578719012
1823,120629.45490816559
825,279896.0598266195
110,232591.30298347378
697,122387.86952372445
2297,115956.40011424723
1231,142640.5371975096
1355,124138.59758798244
968,314217.05487376114
584,230016.08196261874
1315,113052.61055079516
1606,148100.07140499208
206,99628.10661450058
1685,314153.45801926946
2016,124127.54184375092
869,211411.0618085094
2135,144980.63750816332
2346,197947.66080359762
2430,227984.82289716147
2198,117456.91134418208
2652,114500.50219082857
27,117052.40404806643
241,144642.74949100867
906,119922.99422520459
1506,97848.03319986028
2098,346375.3552889961
1435,227668.19037764045
2213,139719.06948552263
1274,147837.16554392438
743,27227.194832084686
1737,186919.00607063275
2797,267646.8055566433
2185,63253.75701225626
58,185616.2598651108
830,208676.30414641602
808,136249.0820803451
680,151433.35863835257
1153,115287.89626398962
1291,130434.99441246549
1818,181415.16638732288
2161,191210.1366306642
1883,124292.6592892904
350,359007.3719963422
2473,143215.31319921542
295,204782.95661078702
293,191170.0239029146
859,145031.6826522196
288,60091.82172013553
1578,166471.09046340664
102,216587.93645398918
2831,151803.96587827985
1030,177856.0377571457
2551,144366.6071070878
1286,142434.1577695058
958,291127.9899195781
776,124043.965734922
72,225245.02272223507
2263,247109.81204752583
1866,175615.39787303942
2876,56998.56588151862
2146,249399.71548576525
103,201932.52279146484
1500,144530.59055171543
492,186636.29922588533
167,136171.65952191586
2597,99950.10731252132
2685,101555.77525680205
1035,164135.29393002574
1220,39232.62458650714
2602,145281.9780305898
2159,210509.51285903284
695,153589.1076843774
1109,272209.1659707289
640,192462.33521033745
1652,176962.97134847808
2090,182510.92021668708
1188,193772.85511790702
2345,242235.09164549748
1059,381345.14670451835
2751,224276.59125201966
128,213514.4644850681
1523,180850.98641468736
2925,178041.50375802483
2145,282785.50363008736
1121,222925.20859972108
566,268507.0993517035
565,250473.67732794123
1331,124453.90572575196
2928,119181.99162510327
156,147906.98138624703
797,136932.52265942833
327,71056.48748706345
2859,171183.33655996885
1453,134284.24474758937
1762,326269.40665074793
1868,210922.52804552624
1760,185211.77698730564
1113,247538.39209458238
1812,183473.97074305444
117,172531.7012293568
1142,215098.7186523563
2342,337287.8112968913
927,152815.21979614007
2478,183453.76551799776
655,53640.8774188994
2064,116960.20364422773
369,257808.95193691098
2239,106014.61287840051
2732,220610.1628480137
1653,180092.3204608174
959,221447.27526540865
2395,337632.818002946
1412,103219.71632897128
271,244322.66340969375
1484,174729.46602991695
1497,126594.61324249477
552,174566.04279448296
2,127355.53246337923
1855,301421.0948588833
4,263701.0788982339
2292,170153.2842851914
134,140761.4309790199
646,113771.03672447144
42,297356.3374533478
532,229978.87427603552
713,86952.30090621009
2561,140143.49081046303
2360,129922.39060821563
1333,115517.90287210871
1407,239277.05475683333
2892,284138.107602165
574,244380.2405294498
1227,187266.41221113005
2591,229885.07053667482
1476,222397.29860713525
1125,267245.5941035297
1446,158648.40819386614
408,108926.35345564358
1101,290700.81810568325
2251,176701.59898631915
373,205553.76708775206
2554,123068.41696760227
2382,266552.85304530564
1985,73526.97355925862
519,235100.69176230178
1093,198611.7750900049
864,247149.33597608766
2889,162191.78082712268
2308,196159.54756492184
986,156268.0036284607
1302,136259.92554964282
585,174379.81492184795
2708,145810.62569468352
147,135184.6598438116
1441,227964.0622513462
383,189364.44358598627
285,147647.2405480669
181,106961.77604159177
358,182813.90296107036
780,201250.4784519733
258,207278.22593305266
1865,236011.99467381253
692,127736.63146419606
2902,340040.00383642514
508,256571.80150977545
2638,133090.68263638174
36,154606.35489867855
611,178138.78284200473
2281,131454.0026578614
1678,112178.79079138479
1696,400623.509089649
1557,61095.071554626295
2180,138062.57135450502
1726,237293.8490419404
951,153235.5740134653
267,225779.4069049927
2706,130415.09608267139
2221,235931.30956597102
1357,160300.64112387586
2901,299011.9863204482
347,193836.85768191493
2164,202699.58992073918
1586,292749.23461917206
360,167336.48202115396
1769,249761.3528089606
2617,162224.0301969618
1879,153736.94403561146
991,214277.1433524745
1535,137518.3378076919
1191,166839.12233044318
1579,214137.8595175179
1882,145332.30068180175
1510,109680.90338955184
2196,166395.12086271733
1845,199497.77285407722
2336,361672.06133220636
942,82678.38449419459
861,148503.52398000652
2555,96193.59161459644
1392,157417.48346054208
2099,250662.14867070306
1543,142593.7525933141
948,277411.62172578444
1239,168078.18262518517
22,205624.933462378
2796,244238.20350220648
2747,187805.5364617203
92,291886.3812160288
210,195590.4959691828
1858,222225.55111934792
2228,181632.43596148212
447,233454.5616807973
827,241785.88030121493
1649,233906.67637335567
682,136288.72363529305
2698,105799.54261453658
494,178706.90550848562
214,91846.10444497927
2441,227038.22038108105
2679,106605.47519457122
1336,112874.26335573177
465,185778.3269745254
1524,167491.54416019464
2543,126057.28049034368
631,144528.3367222888
2452,300818.35076426
228,156807.34584440314
126,180889.40541263524
1092,242425.44669544752
1122,210336.0136568923
932,232627.42324614734
1980,85760.06326587193
2171,99516.22947038634
551,168334.06146900862
2768,201983.49883851825
2056,103920.01289921207
1159,331552.24684899487
2645,121622.26011508534
1174,205721.0975712075
2266,229987.82273942587
2462,363623.505098267
1219,144194.26064262277
2922,188954.06139525163
118,148791.6702554022
474,184291.7332268401
2576,156795.09078835137
872,270429.84816110495
1077,238828.20444412704
1536,161894.64488195584
1150,118750.07729278537
2341,296996.31719231117
1931,144210.9013774778
2785,147424.57943459196
2538,130874.69151387263
597,219005.19100588677
464,219312.09617507423
233,241709.29500232468
2169,130455.5917270457
2123,183622.95354275906
1867,188348.03242485304
137,252779.62427306076
515,236759.32056480728
933,133953.1878428546
2784,189563.11401590475
972,181317.96340733726
599,171085.15622792568
2614,137246.43111790268
2582,151040.5302148687
1409,161427.54419765205
175,78903.99647268119
352,246195.66266901634
976,80269.90319346833
2134,202606.78125568893
984,112696.96175278151
2396,321387.9605292637
1673,157248.33775782614
404,114677.18402959938
607,166625.62386370933
814,184759.4158375371
868,200155.5592627822
2271,212656.00503848767
1633,256585.47762211936
337,175112.88991541555
2765,203436.1692018233
1746,229586.80676836072
368,334126.77840450045
2806,214131.390366311
1662,200932.2074940471
1234,202909.12639346218
1373,123328.51084089416
1672,109830.59282852215
1939,133027.72029626227
